what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486025937824
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1486025941437
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486025955545
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486025975507
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1486025994492
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486026000326
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486026006188
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1486026012238
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1486026016904
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486026025068
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486026040795
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486026043577
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486026058705
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486026063732
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486026070191
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1486026096913
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486026113571
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486026114276
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486026115624
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1486026116513
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1486026198189
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1486026210173
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1486026211786
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1486026214004
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1486026227001
