what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1485946427802
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1485946429450
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485946780768
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485948991650
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1485948996861
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485948998047
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485949000291
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1485949001055
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485949003109
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485949004662
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485949006957
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485949014335
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485949024119
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485949792325
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1485950050786
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.scroll.lineUp",1485950052756
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.scroll.lineUp",1485950053237
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485950057767
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485950537596
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1485951289564
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1485951292841
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.saveAll",1485951297224
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1485951318787
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485951322091
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485951324691
